# ns Omegam sigma8 h Omegab wa w0 lnbgs8_1 lnbgs8_2 lnbgs8_3 lnbgs8_4 Ps_1 Ps_2 Ps_3 Ps_4
253178.7920535605	310063.6074453185	-39689.69380969905	112027.59076156189	-883078.4750524724	-13492.887502205267	-55852.83889514297	-18376.394540214795	-30741.980725925387	-44080.31108008072	-78788.6237481495	8.573055934756397	7.5364236449784245	5.431123417256737	3.5941337949877123
310063.6074453185	2287383.7899376713	326108.01347456314	-4036056.971020694	-1611025.9405918284	60968.869959153344	242129.89848471884	617285.5523927152	635800.0056536499	554940.9837638381	520772.2337701719	66.48947337922907	64.84592203671826	54.166883390383084	49.48855304050982
-39689.69380969905	326108.01347456314	268635.2342891361	-1678202.027302022	26276.923825183658	13646.014688205592	87299.3312505045	200897.09364342806	193728.7682767292	163753.19870803712	159150.48487533268	17.686551449577234	16.00825168418002	12.580715533558365	11.048514957578831
112027.59076156189	-4036056.971020694	-1678202.027302022	13864986.293220256	-38560.962300160376	-155662.44287537725	-770815.8563863199	-1860150.0972569888	-1824680.4532537162	-1555675.2597798023	-1494309.3724362168	-171.2789614703737	-158.30359368690515	-126.32829510595019	-111.17316938491729
-883078.4750524724	-1611025.9405918284	26276.923825183658	-38560.962300160376	4632284.996927645	20808.434213309476	78464.30146046777	-71463.45851127192	-31201.104738760856	31432.62710625006	155372.6429635142	-38.441711349861436	-35.024249998725516	-26.680746460066302	-20.284156850333414
-13492.887502205267	60968.869959153344	13646.014688205592	-155662.44287537725	20808.434213309476	4244.942590162026	16533.48621933135	25786.20329216639	28917.028428313723	27262.599513861416	29085.89287318057	1.6863274367759653	1.8583463051495355	1.6889441567306434	1.6835111883091192
-55852.83889514297	242129.89848471884	87299.3312505045	-770815.8563863199	78464.30146046777	16533.48621933135	70422.91904490214	123745.76343865713	128056.63212277021	114102.75396606984	116008.65994589872	8.531875832584221	8.582926313311445	7.30665269415352	6.873862135135821
-18376.394540214795	617285.5523927152	200897.09364342806	-1860150.0972569888	-71463.45851127192	25786.20329216639	123745.76343865713	1011775.9376911309	0.0	0.0	0.0	84.28360971573397	0.0	0.0	0.0
-30741.980725925387	635800.0056536499	193728.7682767292	-1824680.4532537162	-31201.104738760856	28917.028428313723	128056.63212277021	0.0	1018330.5311385784	0.0	0.0	0.0	80.46802160441307	0.0	0.0
-44080.31108008072	554940.9837638381	163753.19870803712	-1555675.2597798023	31432.62710625006	27262.599513861416	114102.75396606984	0.0	0.0	892001.986069385	0.0	0.0	0.0	66.39877904726167	0.0
-78788.6237481495	520772.2337701719	159150.48487533268	-1494309.3724362168	155372.6429635142	29085.89287318057	116008.65994589872	0.0	0.0	0.0	886274.9167337752	0.0	0.0	0.0	60.84515840137348
8.573055934756397	66.48947337922907	17.686551449577234	-171.2789614703737	-38.441711349861436	1.6863274367759653	8.531875832584221	84.28360971573397	0.0	0.0	0.0	0.009383103379254269	0.0	0.0	0.0
7.5364236449784245	64.84592203671826	16.00825168418002	-158.30359368690515	-35.024249998725516	1.8583463051495355	8.582926313311445	0.0	80.46802160441307	0.0	0.0	0.0	0.008555064912318975	0.0	0.0
5.431123417256737	54.166883390383084	12.580715533558365	-126.32829510595019	-26.680746460066302	1.6889441567306434	7.30665269415352	0.0	0.0	66.39877904726167	0.0	0.0	0.0	0.006741749099800065	0.0
3.5941337949877123	49.48855304050982	11.048514957578831	-111.17316938491729	-20.284156850333414	1.6835111883091192	6.873862135135821	0.0	0.0	0.0	60.84515840137348	0.0	0.0	0.0	0.005886535048554414
