3  2.36462	-1.030625e+00	4.678847e-02	4.961130e-02	6.684504e-01	9.512107e-01	8.131193e-01	3.205997e-01	4.334792e+00	8.299687e+00	1.185383e+01	1.554531e+01	-3.261542e-01	-3.169816e-01	-3.129291e-01	-3.219243e-01	
12  2.3767	-9.965668e-01	8.195373e-03	4.921385e-02	6.663881e-01	9.473750e-01	8.102837e-01	3.261605e-01	-1.483596e+01	-1.289977e+01	-1.176513e+01	-1.139184e+01	-3.345958e-01	-3.253894e-01	-3.212038e-01	-3.299266e-01	
33  1.79873	-1.072516e+00	1.785491e-01	4.726456e-02	6.691562e-01	9.577379e-01	8.173303e-01	3.145298e-01	-2.094044e+01	-1.718675e+01	-1.441724e+01	-1.229290e+01	-3.185657e-01	-3.094411e-01	-3.053659e-01	-3.142160e-01	
4  1.34826	-1.029063e+00	4.727646e-02	4.899842e-02	6.696212e-01	9.528694e-01	8.179676e-01	3.216647e-01	-9.895067e+00	-7.564022e+00	-6.131713e+00	-5.671168e+00	-3.246401e-01	-3.153923e-01	-3.112102e-01	-3.199575e-01	
1  3.52769	-1.029063e+00	4.727646e-02	4.899842e-02	6.696212e-01	9.528694e-01	8.179676e-01	3.216647e-01	-2.843554e+00	-2.261276e+01	-3.083755e+01	9.015372e+00	-3.254776e-01	-3.129837e-01	-3.088907e-01	-3.209702e-01	
6  5.59403	-1.029063e+00	4.727646e-02	4.899842e-02	6.696212e-01	9.528694e-01	8.179676e-01	3.216647e-01	9.792264e+00	-4.064540e+01	-3.768960e+01	-2.075449e+00	-3.258627e-01	-3.128497e-01	-3.088180e-01	-3.222301e-01	
6  6.63363	-1.029063e+00	4.727646e-02	4.899842e-02	6.696212e-01	9.528694e-01	8.179676e-01	3.216647e-01	-1.913058e+00	-3.211549e+01	-4.174421e+01	-1.525778e+01	-3.250789e-01	-3.134963e-01	-3.076367e-01	-3.219631e-01	
6  6.92139	-9.248983e-01	-2.441946e-01	4.972811e-02	6.668090e-01	9.396482e-01	8.014544e-01	3.296463e-01	2.375095e+01	-1.021514e+01	-2.195394e+01	3.497288e+00	-3.389011e-01	-3.267777e-01	-3.205481e-01	-3.346177e-01	
2  8.62366	-9.248983e-01	-2.441946e-01	4.972811e-02	6.668090e-01	9.396482e-01	8.014544e-01	3.296463e-01	3.633860e+01	7.479813e+00	-3.521260e+01	2.362079e+01	-3.403845e-01	-3.284271e-01	-3.196516e-01	-3.366279e-01	
3  7.87048	-9.248983e-01	-2.441946e-01	4.972811e-02	6.668090e-01	9.396482e-01	8.014544e-01	3.296463e-01	8.455095e+00	2.223673e+01	-1.727347e+01	2.215236e+01	-3.385862e-01	-3.305740e-01	-3.219594e-01	-3.371458e-01	
3  7.40782	-9.545610e-01	-2.940258e-01	5.063483e-02	6.729827e-01	9.475573e-01	8.187383e-01	3.252572e-01	2.027331e+01	3.418735e+01	-4.906254e+00	3.484257e+01	-3.231773e-01	-3.149210e-01	-3.062202e-01	-3.214127e-01	
3  7.82724	-9.521946e-01	-3.006863e-01	5.168128e-02	6.742255e-01	9.622575e-01	8.124779e-01	3.191440e-01	2.200847e+01	3.353304e+01	-7.082918e+00	3.200367e+01	-3.159285e-01	-3.073569e-01	-2.984391e-01	-3.134670e-01	
