3  13.4467	-8.288548e-01	-6.233686e-01	5.220546e-02	6.684190e-01	9.338390e-01	8.030740e-01	3.369435e-01	3.961606e+01	3.435639e+01	3.181719e+01	3.047984e+01	-3.430336e-01	-3.324748e-01	-3.274535e-01	-3.356607e-01	
2  3.67077	-9.085543e-01	-2.960302e-01	5.140796e-02	6.679310e-01	9.510770e-01	8.073887e-01	3.288491e-01	2.808565e+00	-5.299212e-01	-2.581883e+00	-4.085368e+00	-3.363032e-01	-3.262586e-01	-3.215119e-01	-3.298287e-01	
11  1.85343	-1.010451e+00	6.758339e-02	5.012579e-02	6.681823e-01	9.658467e-01	8.090549e-01	3.180284e-01	-1.631938e+01	-1.626118e+01	-1.632747e+01	-1.624770e+01	-3.257288e-01	-3.162909e-01	-3.119420e-01	-3.205527e-01	
5  1.63286	-9.972507e-01	-2.127742e-02	5.122276e-02	6.712417e-01	9.688680e-01	8.153321e-01	3.169825e-01	4.721458e+00	3.726771e+00	3.337318e+00	3.658569e+00	-3.212996e-01	-3.115797e-01	-3.070867e-01	-3.156719e-01	
3  5.86491	-1.022402e+00	1.182458e-01	5.150156e-02	6.707491e-01	9.744918e-01	8.155950e-01	3.136714e-01	9.050409e+00	9.483526e+00	1.025869e+01	1.226483e+01	-3.215894e-01	-3.121277e-01	-3.078180e-01	-3.166147e-01	
1  6.22699	-1.022402e+00	1.182458e-01	5.150156e-02	6.707491e-01	9.744918e-01	8.155950e-01	3.136714e-01	2.833273e+00	2.546612e+01	1.728042e+01	3.222083e+01	-3.206152e-01	-3.122311e-01	-3.075403e-01	-3.168149e-01	
7  8.17091	-1.022402e+00	1.182458e-01	5.150156e-02	6.707491e-01	9.744918e-01	8.155950e-01	3.136714e-01	4.020690e+01	2.730281e+01	2.610538e+01	1.043151e+01	-3.239212e-01	-3.112813e-01	-3.084620e-01	-3.157106e-01	
4  8.09342	-1.060085e+00	2.622368e-01	4.988953e-02	6.671254e-01	9.693346e-01	8.112910e-01	3.120951e-01	2.451656e+01	1.522743e+01	1.701194e+01	4.463832e+00	-3.272066e-01	-3.150196e-01	-3.125375e-01	-3.200877e-01	
1  7.94527	-9.590783e-01	-2.735417e-02	5.243251e-02	6.669057e-01	9.517094e-01	8.120207e-01	3.272263e-01	5.920560e+01	4.769496e+01	4.781687e+01	3.355746e+01	-3.442255e-01	-3.317815e-01	-3.291128e-01	-3.365592e-01	
6  8.00264	-9.590783e-01	-2.735417e-02	5.243251e-02	6.669057e-01	9.517094e-01	8.120207e-01	3.272263e-01	4.920496e+01	4.940579e+01	3.938391e+01	4.040342e+01	-3.445458e-01	-3.320743e-01	-3.282472e-01	-3.366839e-01	
