# Om  Ob  h  ns w0 wa s8
675349.4330317520 -1077392.4948318531 604182.1724196123 237189.7440376145 -20693.0727847919 4793.7889063637 -169615.1866038840
-1077392.4948318552 3244108.0878619766 -677126.6682871452 -434969.8930380456 -2569.3700801739 -2847.4415524516 55038.2789626380
604182.1724195938 -677126.6682871877 2211165.9169769017 78046.2268135729 54423.7624366246 39774.5624454053 -509276.2512521612
237189.7440376127 -434969.8930380411 78046.2268135682 106987.7664561101 -11884.6808556201 -1428.5719037500 -28119.7827422913
-20693.0727847923 -2569.3700801783 54423.7624366182 -11884.6808556194 6398.4081111587 1651.0371386713 -2968.6977664623
4793.7889063632 -2847.4415524523 39774.5624454056 -1428.5719037499 1651.0371386715 864.4985747662 -8587.6771460475
-169615.1866038784 55038.2789626391 -509276.2512521885 -28119.7827422901 -2968.6977664650 -8587.6771460480 156175.3444739049
