,Omegam,Omegab,h,ns,sigma8,w0,wa,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,691083.8631001648,-1346657.9480857884,365121.79574525025,390535.16962133563,3691816.671683656,736028.132606301,143992.0758312382,3083.4967071694673,9274.383011201937,342229.1188951294,953913.6173696183,302960.5256554029,10594.140504995441,1812.2652771657336,248.71249986398968,17.962258606978782,5.07158568996583,4.998714915294849,-11.978161709827862,3.940392838681996
b5,727887.1587352187,-1230529.2235667729,324721.82298487256,286809.183157303,3228365.5837146747,651801.2803289578,135018.18216482556,549.0714634533585,2414.8280095087357,8771.42860118071,302960.5256554029,768766.4607970166,269023.9809448461,8370.373383304031,1685.6723478510817,135.17261049681537,11.055691533341848,-9.568088748120049,10.975954945295971,-4.703956189069897
b6,776560.2674965657,-1205121.663032748,311806.8029092852,226850.1131119051,3007252.3085930864,615237.6005145434,133908.99217802353,154.28209149064972,390.5927829327964,2044.3637739427547,10594.140504995441,269023.9809448461,707058.6518512834,232334.17540207072,11666.6460250787,1043.2405577139045,75.37990077189254,35.4043050842798,-51.73580571093163,37.119124563672194
b7,695731.42164981,-1017107.3958598806,259877.7028868534,155901.7717483465,2415766.303597626,500155.38895624777,113627.38197086143,68.73037212909853,29.67052618533572,296.20069324270213,1812.2652771657336,8370.373383304031,232334.17540207072,525827.9403789402,197932.53952204462,4903.843299142277,385.09657431099447,38.725156919247986,-51.20534903047673,45.855875592877716
b8,785004.4775086931,-1093614.4275427498,276987.36408349226,134108.49648978456,2478881.524376801,519230.8298382126,122966.43097255839,32.05919455950091,12.765866632480163,29.572332650959495,248.71249986398968,1685.6723478510817,11666.6460250787,197932.53952204462,619182.2115903525,151271.03117490403,2769.526707354564,55.402379752253196,-12.155258893035185,83.15278316464558
b9,708568.0131835793,-938281.7538918344,236127.75989980658,84641.0092154042,2056002.4101456897,436311.40800052177,108140.78397711163,2.966206997196352,1.7528803069128505,6.260547377673704,17.962258606978782,135.17261049681537,1043.2405577139045,4903.843299142277,151271.03117490403,578334.3010145202,75891.39824726435,-48.72403018822032,-26.661376637044054,-95.93168099141951
b10,445313.6683429218,-541889.3419501764,135834.2641732619,23608.705242771895,1245772.9529301703,269054.33011534764,70327.25467161457,5.157638500036736,1.8284736941619786,0.8422241526634475,5.07158568996583,11.055691533341848,75.37990077189254,385.09657431099447,2769.526707354564,75891.39824726435,404583.597064025,-267.3373933342163,-155.2317707403963,-467.7262689174962
AIA,17719.605707199604,297.395447605968,-200.04035612777594,-874.6762096974885,413.3143819110085,1383.3374548793695,506.36911265584445,88.91595621176403,-31.67506940494913,16.792139639121814,4.998714915294849,-9.568088748120049,35.4043050842798,38.725156919247986,55.402379752253196,-48.72403018822032,-267.3373933342163,3620.425543225275,593.1120319289614,5795.704810066375
betaIA,10020.996396279326,-1736.6757501538755,586.4026064136037,1186.3813567892669,3357.9196896879603,-494.0417523788224,-59.254861012532416,-253.06612297766884,32.754095204781265,3.1186117097505335,-11.978161709827862,10.975954945295971,-51.73580571093163,-51.20534903047673,-12.155258893035185,-26.661376637044054,-155.2317707403963,593.1120319289614,1500.3098095118828,1470.4520275051923
etaIA,31058.962169614268,-201.92695817212498,-84.69670886084815,-893.7537621277778,1920.1975852095334,1948.7673482136963,758.4517485984854,50.57873196796948,-31.843449360025044,16.76243514576363,3.940392838681996,-4.703956189069897,37.119124563672194,45.855875592877716,83.15278316464558,-95.93168099141951,-467.7262689174962,5795.704810066375,1470.4520275051923,9474.114705886548
