# Om  Ob  h  ns w0 wa s8 lnbs81 Ps1 lnbs82 Ps2 lnbs83 Ps3 lnbs84 Ps4
469824.3187651041 -465799.5733869206 -575739.2485871220 57486.1767699446 40865.9704461759 11370.6112010407 33962.2047908671 78865.1400121606 4.9093856926 98292.7773990714 5.5771207184 101412.5019534140 5.4935509703 114910.9566140651 6.3110184760
-465799.5733869206 3362657.0805696086 -2282504.1161405887 -689385.1401024691 221271.6382489313 51390.5038891022 273669.4188123564 287227.7984047082 6.5398147643 314412.7615444994 6.9743897329 312347.3537061137 6.6961317254 395956.5210106128 8.1430847886
-575739.2485871220 -2282504.1161405887 4455251.0079447012 675401.3718316804 -384965.3969230102 -83864.7024598097 -609966.3810997446 -620344.1889280186 -22.8049733067 -649294.8363782340 -23.1650362125 -607452.6723793739 -21.0789762800 -683247.8432286085 -23.1080304644
57486.1767699446 -689385.1401024691 675401.3718316804 203970.0901189034 -81840.7514886499 -18852.5275000355 -95471.6611953344 -100001.7320793824 -2.5302128011 -108195.0576686714 -2.6560134817 -106127.9341637080 -2.5284226487 -130642.7240364512 -3.0117890557
40865.9704461759 221271.6382489313 -384965.3969230102 -81840.7514886499 45013.7990952123 10409.6684359472 51834.4507666124 61627.9116473266 2.0665854280 65875.8751113386 2.1442965850 62161.6862444204 1.9670129049 70421.3091338496 2.1659393453
11370.6112010407 51390.5038891022 -83864.7024598097 -18852.5275000355 10409.6684359472 2542.0724763881 9504.1909583847 12891.6392195081 0.4341235643 14906.5883116314 0.4872377685 14894.1608650180 0.4734926775 17702.9500325269 0.5470070273
33962.2047908671 273669.4188123564 -609966.3810997446 -95471.6611953344 51834.4507666124 9504.1909583847 119044.3650862419 78888.4148755449 2.7182298797 80440.4188377545 2.6935579759 73845.4747081690 2.4100692992 82717.2353273776 2.6322424050
78865.1400121606 287227.7984047082 -620344.1889280186 -100001.7320793824 61627.9116473266 12891.6392195081 78888.4148755449 387089.0757075334 13.9562075400 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.9093856926 6.5398147643 -22.8049733067 -2.5302128011 2.0665854280 0.4341235643 2.7182298797 13.9562075400 0.0005788718 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
98292.7773990714 314412.7615444994 -649294.8363782340 -108195.0576686714 65875.8751113386 14906.5883116314 80440.4188377545 0.0000000000 0.0000000000 412082.8754900693 14.4282874668 0.0000000000 0.0000000000 0.0000000000 0.0000000000
5.5771207184 6.9743897329 -23.1650362125 -2.6560134817 2.1442965850 0.4872377685 2.6935579759 0.0000000000 0.0000000000 14.4282874668 0.0005827703 0.0000000000 0.0000000000 0.0000000000 0.0000000000
101412.5019534140 312347.3537061137 -607452.6723793739 -106127.9341637080 62161.6862444204 14894.1608650180 73845.4747081690 0.0000000000 0.0000000000 0.0000000000 0.0000000000 391746.7202316435 13.3503998363 0.0000000000 0.0000000000
5.4935509703 6.6961317254 -21.0789762800 -2.5284226487 1.9670129049 0.4734926775 2.4100692992 0.0000000000 0.0000000000 0.0000000000 0.0000000000 13.3503998363 0.0005277684 0.0000000000 0.0000000000
114910.9566140651 395956.5210106128 -683247.8432286085 -130642.7240364512 70421.3091338496 17702.9500325269 82717.2353273776 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 448203.0726151231 14.9029549121
6.3110184760 8.1430847886 -23.1080304644 -3.0117890557 2.1659393453 0.5470070273 2.6322424050 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14.9029549121 0.0005827132
