2  1.01507	-7.175916e-02	-9.901922e-01	4.905613e-02	6.623375e-01	9.580973e-01	8.120353e-01	3.229451e-01	1.106626e+00	1.227278e+00	1.279796e+00	1.324209e+00	1.365958e+00	1.407937e+00	1.453034e+00	1.505416e+00	1.574699e+00	1.754087e+00	1.711447e+00	-4.110358e-01	
17  2.42192	5.575023e-02	-1.029766e+00	4.935896e-02	6.632441e-01	9.673010e-01	8.144302e-01	3.203344e-01	1.108190e+00	1.230120e+00	1.282566e+00	1.326916e+00	1.368512e+00	1.410374e+00	1.455340e+00	1.507586e+00	1.576683e+00	1.755593e+00	1.763634e+00	-4.344524e-01	
1  2.58274	-1.952334e-01	-9.698189e-01	4.769108e-02	6.397848e-01	9.768917e-01	8.146837e-01	3.205461e-01	1.100491e+00	1.224969e+00	1.279233e+00	1.325146e+00	1.367984e+00	1.410890e+00	1.456611e+00	1.509671e+00	1.579540e+00	1.759737e+00	1.751916e+00	-4.226421e-01	
19  2.72222	-3.426172e-01	-9.394026e-01	4.767845e-02	6.429829e-01	9.710052e-01	8.095895e-01	3.244177e-01	1.106619e+00	1.231513e+00	1.286387e+00	1.332844e+00	1.376279e+00	1.419798e+00	1.466212e+00	1.520113e+00	1.591151e+00	1.774047e+00	1.723914e+00	-4.133203e-01	
6  3.08692	-1.175803e-01	-1.005841e+00	4.703045e-02	6.386577e-01	9.775223e-01	8.114836e-01	3.218033e-01	1.112735e+00	1.238310e+00	1.292397e+00	1.338181e+00	1.380928e+00	1.423863e+00	1.469718e+00	1.523121e+00	1.593452e+00	1.775143e+00	1.770279e+00	-4.351066e-01	
2  4.61511	-1.175803e-01	-1.005841e+00	4.703045e-02	6.386577e-01	9.775223e-01	8.114836e-01	3.218033e-01	1.113031e+00	1.238065e+00	1.292745e+00	1.340882e+00	1.380228e+00	1.423067e+00	1.468416e+00	1.520997e+00	1.592890e+00	1.777526e+00	1.910292e+00	-5.232655e-01	
1  6.02954	-1.175803e-01	-1.005841e+00	4.703045e-02	6.386577e-01	9.775223e-01	8.114836e-01	3.218033e-01	1.114196e+00	1.237181e+00	1.291833e+00	1.343168e+00	1.379895e+00	1.422786e+00	1.469438e+00	1.521617e+00	1.596438e+00	1.774562e+00	1.893317e+00	-5.142157e-01	
2  4.74634	-1.175803e-01	-1.005841e+00	4.703045e-02	6.386577e-01	9.775223e-01	8.114836e-01	3.218033e-01	1.113216e+00	1.237314e+00	1.293993e+00	1.342029e+00	1.379494e+00	1.423456e+00	1.469390e+00	1.524790e+00	1.593191e+00	1.773521e+00	1.867070e+00	-4.930427e-01	
13  5.9907	-1.175803e-01	-1.005841e+00	4.703045e-02	6.386577e-01	9.775223e-01	8.114836e-01	3.218033e-01	1.113749e+00	1.236063e+00	1.295606e+00	1.340723e+00	1.379219e+00	1.422709e+00	1.469596e+00	1.524417e+00	1.590492e+00	1.772461e+00	1.945084e+00	-5.381825e-01	
1  5.60862	-5.345143e-02	-1.013536e+00	4.760044e-02	6.450945e-01	9.762420e-01	8.129451e-01	3.208700e-01	1.110960e+00	1.232161e+00	1.291180e+00	1.335862e+00	1.373998e+00	1.417141e+00	1.463727e+00	1.518137e+00	1.583729e+00	1.764591e+00	1.947091e+00	-5.393491e-01	
6  5.63175	-5.345143e-02	-1.013536e+00	4.760044e-02	6.450945e-01	9.762420e-01	8.129451e-01	3.208700e-01	1.110180e+00	1.232348e+00	1.289940e+00	1.335657e+00	1.376962e+00	1.413005e+00	1.464900e+00	1.516993e+00	1.585872e+00	1.767657e+00	1.766775e+00	-4.527160e-01	
2  9.44758	-5.345143e-02	-1.013536e+00	4.760044e-02	6.450945e-01	9.762420e-01	8.129451e-01	3.208700e-01	1.110264e+00	1.231057e+00	1.290888e+00	1.333345e+00	1.373583e+00	1.411418e+00	1.466578e+00	1.516443e+00	1.585817e+00	1.771408e+00	1.685377e+00	-4.129613e-01	
2  11.0165	-5.345143e-02	-1.013536e+00	4.760044e-02	6.450945e-01	9.762420e-01	8.129451e-01	3.208700e-01	1.111500e+00	1.229512e+00	1.291735e+00	1.331787e+00	1.374177e+00	1.409352e+00	1.463685e+00	1.516206e+00	1.586683e+00	1.768605e+00	1.648449e+00	-3.788778e-01	
12  11.5106	-5.345143e-02	-1.013536e+00	4.760044e-02	6.450945e-01	9.762420e-01	8.129451e-01	3.208700e-01	1.111182e+00	1.230655e+00	1.291850e+00	1.331272e+00	1.375929e+00	1.409256e+00	1.466456e+00	1.520534e+00	1.587689e+00	1.770673e+00	1.785483e+00	-4.713646e-01	
