10  0.143543	-1.289982e-02	-9.934743e-01	4.980573e-02	6.684860e-01	9.600051e-01	8.150036e-01	3.206206e-01	1.099600e+00	1.219680e+00	1.271965e+00	1.316031e+00	1.357511e+00	1.399173e+00	1.443929e+00	1.495854e+00	1.564534e+00	1.742330e+00	1.710215e+00	-4.063183e-01	
8  2.3304	-1.289982e-02	-9.934743e-01	4.980573e-02	6.684860e-01	9.600051e-01	8.150036e-01	3.206206e-01	1.099925e+00	1.219584e+00	1.271947e+00	1.315687e+00	1.357681e+00	1.398956e+00	1.443856e+00	1.495148e+00	1.565970e+00	1.739931e+00	1.705797e+00	-3.940539e-01	
2  2.1515	-1.289982e-02	-9.934743e-01	4.980573e-02	6.684860e-01	9.600051e-01	8.150036e-01	3.206206e-01	1.099949e+00	1.219819e+00	1.270652e+00	1.316040e+00	1.357458e+00	1.399529e+00	1.443027e+00	1.496398e+00	1.564919e+00	1.741020e+00	1.623455e+00	-3.537956e-01	
1  4.18784	-8.631875e-03	-9.898172e-01	4.986792e-02	6.705202e-01	9.600661e-01	8.147648e-01	3.205840e-01	1.098805e+00	1.218083e+00	1.269220e+00	1.314049e+00	1.355662e+00	1.397476e+00	1.440685e+00	1.494246e+00	1.562485e+00	1.738674e+00	1.596994e+00	-3.409993e-01	
1  3.68206	8.593057e-03	-9.924548e-01	5.166969e-02	6.758342e-01	9.599366e-01	8.148217e-01	3.208455e-01	1.099178e+00	1.218343e+00	1.269350e+00	1.314053e+00	1.355623e+00	1.397082e+00	1.440716e+00	1.493774e+00	1.561567e+00	1.738511e+00	1.623117e+00	-3.554853e-01	
3  3.95177	5.201206e-03	-9.923382e-01	5.037756e-02	6.721237e-01	9.595053e-01	8.161320e-01	3.201196e-01	1.097165e+00	1.215947e+00	1.266467e+00	1.311435e+00	1.352894e+00	1.394254e+00	1.437497e+00	1.490841e+00	1.559372e+00	1.735281e+00	1.619909e+00	-3.539199e-01	
1  6.61023	5.488445e-02	-9.960659e-01	4.880142e-02	6.638392e-01	9.602646e-01	8.165326e-01	3.201995e-01	1.095988e+00	1.213448e+00	1.263654e+00	1.307640e+00	1.348821e+00	1.389594e+00	1.432182e+00	1.485436e+00	1.553862e+00	1.728687e+00	1.573838e+00	-3.287046e-01	
3  6.98684	5.488445e-02	-9.960659e-01	4.880142e-02	6.638392e-01	9.602646e-01	8.165326e-01	3.201995e-01	1.096051e+00	1.213792e+00	1.263917e+00	1.307225e+00	1.349107e+00	1.390263e+00	1.431421e+00	1.485710e+00	1.553881e+00	1.729326e+00	1.594935e+00	-3.379414e-01	
2  7.05411	5.488445e-02	-9.960659e-01	4.880142e-02	6.638392e-01	9.602646e-01	8.165326e-01	3.201995e-01	1.095542e+00	1.214091e+00	1.262784e+00	1.307947e+00	1.347863e+00	1.390137e+00	1.431457e+00	1.486868e+00	1.552842e+00	1.729634e+00	1.678395e+00	-3.886541e-01	
9  7.7099	5.488445e-02	-9.960659e-01	4.880142e-02	6.638392e-01	9.602646e-01	8.165326e-01	3.201995e-01	1.096342e+00	1.213761e+00	1.263381e+00	1.307233e+00	1.348204e+00	1.390393e+00	1.431418e+00	1.486216e+00	1.552563e+00	1.730832e+00	1.747927e+00	-4.262373e-01	
2  7.5511	1.364616e-03	-9.936565e-01	4.797796e-02	6.582757e-01	9.620979e-01	8.162900e-01	3.203592e-01	1.097772e+00	1.216714e+00	1.266716e+00	1.311526e+00	1.353018e+00	1.395789e+00	1.437351e+00	1.492375e+00	1.559874e+00	1.738338e+00	1.814345e+00	-4.610999e-01	
2  8.28447	8.365629e-02	-1.015849e+00	4.637216e-02	6.553956e-01	9.618893e-01	8.185844e-01	3.179604e-01	1.096540e+00	1.215091e+00	1.264511e+00	1.308852e+00	1.350051e+00	1.392639e+00	1.433372e+00	1.488579e+00	1.555920e+00	1.732931e+00	1.761304e+00	-4.269053e-01	
3  7.86063	-2.255929e-02	-9.928178e-01	4.537926e-02	6.491153e-01	9.628441e-01	8.158215e-01	3.197664e-01	1.098591e+00	1.218332e+00	1.268653e+00	1.313823e+00	1.355452e+00	1.399120e+00	1.440421e+00	1.496061e+00	1.563884e+00	1.741512e+00	1.770365e+00	-4.344320e-01	
2  8.61371	-2.255929e-02	-9.928178e-01	4.537926e-02	6.491153e-01	9.628441e-01	8.158215e-01	3.197664e-01	1.098608e+00	1.219006e+00	1.268593e+00	1.314772e+00	1.356098e+00	1.397623e+00	1.440016e+00	1.496097e+00	1.563273e+00	1.743076e+00	1.775856e+00	-4.326676e-01	
1  7.35006	-2.255929e-02	-9.928178e-01	4.537926e-02	6.491153e-01	9.628441e-01	8.158215e-01	3.197664e-01	1.098413e+00	1.218905e+00	1.268697e+00	1.314575e+00	1.356649e+00	1.396904e+00	1.441203e+00	1.495055e+00	1.564192e+00	1.742244e+00	1.786954e+00	-4.392279e-01	
4  8.09778	-2.255929e-02	-9.928178e-01	4.537926e-02	6.491153e-01	9.628441e-01	8.158215e-01	3.197664e-01	1.098219e+00	1.218999e+00	1.269741e+00	1.313879e+00	1.356634e+00	1.397455e+00	1.440303e+00	1.494660e+00	1.564889e+00	1.743923e+00	1.747826e+00	-4.168423e-01	
4  9.07668	-2.255929e-02	-9.928178e-01	4.537926e-02	6.491153e-01	9.628441e-01	8.158215e-01	3.197664e-01	1.098107e+00	1.218564e+00	1.270273e+00	1.312723e+00	1.355934e+00	1.398751e+00	1.440292e+00	1.493969e+00	1.564703e+00	1.743361e+00	1.665397e+00	-3.612343e-01	
1  9.25671	1.266273e-01	-1.026930e+00	4.700387e-02	6.619770e-01	9.596471e-01	8.171953e-01	3.186275e-01	1.099728e+00	1.219265e+00	1.270249e+00	1.311453e+00	1.353422e+00	1.395578e+00	1.436008e+00	1.489145e+00	1.558178e+00	1.736482e+00	1.607440e+00	-3.254816e-01	
9  9.623	8.460353e-02	-1.012933e+00	4.635375e-02	6.574075e-01	9.598392e-01	8.169189e-01	3.193167e-01	1.098288e+00	1.217390e+00	1.268271e+00	1.309707e+00	1.351770e+00	1.393886e+00	1.434421e+00	1.487672e+00	1.557233e+00	1.735276e+00	1.611643e+00	-3.307293e-01	
1  13.3167	8.460353e-02	-1.012933e+00	4.635375e-02	6.574075e-01	9.598392e-01	8.169189e-01	3.193167e-01	1.098482e+00	1.217239e+00	1.268641e+00	1.310001e+00	1.351446e+00	1.394660e+00	1.433132e+00	1.487631e+00	1.556988e+00	1.736690e+00	1.644716e+00	-3.479515e-01	
3  11.8264	8.460353e-02	-1.012933e+00	4.635375e-02	6.574075e-01	9.598392e-01	8.169189e-01	3.193167e-01	1.098219e+00	1.216788e+00	1.268383e+00	1.309907e+00	1.350423e+00	1.394695e+00	1.433284e+00	1.487794e+00	1.557791e+00	1.735451e+00	1.627651e+00	-3.459607e-01	
1  13.0409	8.460353e-02	-1.012933e+00	4.635375e-02	6.574075e-01	9.598392e-01	8.169189e-01	3.193167e-01	1.098081e+00	1.216566e+00	1.268132e+00	1.309138e+00	1.351006e+00	1.395334e+00	1.435251e+00	1.487567e+00	1.557331e+00	1.736559e+00	1.686738e+00	-3.704770e-01	
5  14.6604	8.460353e-02	-1.012933e+00	4.635375e-02	6.574075e-01	9.598392e-01	8.169189e-01	3.193167e-01	1.097777e+00	1.217234e+00	1.267720e+00	1.310343e+00	1.351459e+00	1.395579e+00	1.432861e+00	1.489459e+00	1.556058e+00	1.738298e+00	1.556250e+00	-2.967833e-01	
3  17.8229	-1.348856e-01	-9.474711e-01	4.539376e-02	6.406639e-01	9.632488e-01	8.151074e-01	3.219559e-01	1.092171e+00	1.210975e+00	1.261763e+00	1.305777e+00	1.348369e+00	1.392538e+00	1.431664e+00	1.488485e+00	1.557111e+00	1.739944e+00	1.625531e+00	-3.460234e-01	
16  12.2517	5.004919e-02	-1.004983e+00	4.796112e-02	6.637419e-01	9.587014e-01	8.159442e-01	3.199022e-01	1.098743e+00	1.218665e+00	1.269259e+00	1.312383e+00	1.353456e+00	1.397950e+00	1.435822e+00	1.492242e+00	1.558346e+00	1.741551e+00	1.564611e+00	-3.026298e-01	
3  12.456	-1.708651e-02	-9.892281e-01	4.839162e-02	6.672066e-01	9.573148e-01	8.159733e-01	3.202274e-01	1.097057e+00	1.217005e+00	1.267456e+00	1.311424e+00	1.352581e+00	1.397269e+00	1.435363e+00	1.492059e+00	1.558784e+00	1.742134e+00	1.588521e+00	-3.194601e-01	
4  11.4376	-6.829622e-02	-9.786314e-01	4.932733e-02	6.694782e-01	9.572616e-01	8.150788e-01	3.209068e-01	1.097692e+00	1.218261e+00	1.268940e+00	1.313532e+00	1.354910e+00	1.399957e+00	1.438710e+00	1.495346e+00	1.562142e+00	1.746305e+00	1.617362e+00	-3.367092e-01	
