1  10.9689	-1.069217e+00	3.039723e-01	4.846056e-02	6.683800e-01	9.703745e-01	8.095156e-01	3.100604e-01	-9.124116e+00	-7.574145e+00	-6.380721e+00	-4.677421e+00	-3.209235e-01	-3.118079e-01	-3.077029e-01	-3.165884e-01	
2  10.2642	-1.062114e+00	2.621222e-01	4.831442e-02	6.703276e-01	9.847648e-01	8.115208e-01	3.038358e-01	-1.912741e+01	-2.011383e+01	-2.094561e+01	-2.113359e+01	-3.126207e-01	-3.030333e-01	-2.985581e-01	-3.070595e-01	
3  9.74238	-1.140254e+00	3.969098e-01	4.849796e-02	6.734957e-01	9.840658e-01	8.250954e-01	3.022935e-01	-1.707611e+01	-1.490075e+01	-1.357926e+01	-1.249902e+01	-3.023273e-01	-2.931975e-01	-2.890950e-01	-2.979277e-01	
4  2.85652	-1.086950e+00	1.858915e-01	5.004798e-02	6.725036e-01	9.707079e-01	8.253525e-01	3.119239e-01	-8.092497e+00	-5.726972e+00	-3.884860e+00	-2.150180e+00	-3.112561e-01	-3.020280e-01	-2.979098e-01	-3.067987e-01	
1  3.65508	-1.086950e+00	1.858915e-01	5.004798e-02	6.725036e-01	9.707079e-01	8.253525e-01	3.119239e-01	-7.770920e+00	-2.722681e+00	-1.061701e+01	6.557996e+00	-3.119863e-01	-3.023891e-01	-2.971837e-01	-3.076718e-01	
7  3.69863	-1.086950e+00	1.858915e-01	5.004798e-02	6.725036e-01	9.707079e-01	8.253525e-01	3.119239e-01	-1.652584e+01	1.944845e+00	-9.187281e+00	-1.569351e+00	-3.097816e-01	-3.020940e-01	-2.971726e-01	-3.064700e-01	
1  3.28848	-1.033984e+00	1.444108e-01	5.118879e-02	6.694921e-01	9.692674e-01	8.188415e-01	3.184499e-01	-2.037933e+01	-3.524855e+00	-1.627180e+01	-1.030093e+01	-3.234605e-01	-3.157424e-01	-3.107079e-01	-3.198365e-01	
7  3.17104	-9.697209e-01	-2.403356e-02	5.162886e-02	6.668695e-01	9.585604e-01	8.077351e-01	3.248214e-01	-1.163298e+01	4.271352e+00	-8.800418e+00	-2.618966e+00	-3.341639e-01	-3.262585e-01	-3.211103e-01	-3.301929e-01	
7  3.04277	-9.697209e-01	-2.403356e-02	5.162886e-02	6.668695e-01	9.585604e-01	8.077351e-01	3.248214e-01	1.333042e+00	7.612598e+00	-7.352660e+00	1.532599e+00	-3.361292e-01	-3.273242e-01	-3.215827e-01	-3.305681e-01	
7  4.68222	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	1.767211e+01	2.241056e+01	6.584435e+00	1.487446e+01	-3.396019e-01	-3.303946e-01	-3.244069e-01	-3.332541e-01	
1  4.72429	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	1.511899e+01	2.149655e+01	1.656709e+00	1.974650e+01	-3.394120e-01	-3.305274e-01	-3.249013e-01	-3.343568e-01	
1  4.59648	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	1.026215e+01	1.324624e+01	1.005359e+01	2.295228e+01	-3.383216e-01	-3.297812e-01	-3.256342e-01	-3.347350e-01	
11  6.69325	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	5.345145e+00	3.611679e+01	1.756967e+01	1.206329e+01	-3.383263e-01	-3.321057e-01	-3.261231e-01	-3.328314e-01	
1  9.24727	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	-4.399304e-01	3.375994e+01	1.129702e+01	-1.990694e+00	-3.385559e-01	-3.305490e-01	-3.249231e-01	-3.308208e-01	
2  9.06368	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	1.521948e+01	3.263445e+01	4.402477e+00	1.665673e+01	-3.399605e-01	-3.298708e-01	-3.242580e-01	-3.326526e-01	
1  9.84279	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	2.655976e+01	1.935373e+01	2.418591e+00	-9.145991e+00	-3.417696e-01	-3.280232e-01	-3.236591e-01	-3.320642e-01	
6  10.0527	-9.070590e-01	-2.574597e-01	5.309965e-02	6.686147e-01	9.532298e-01	8.119629e-01	3.304120e-01	2.658353e+01	1.150939e+01	-8.210037e+00	-3.311587e+00	-3.410500e-01	-3.270688e-01	-3.231483e-01	-3.331927e-01	
1  11.1061	-9.091300e-01	-2.692204e-01	5.240267e-02	6.698684e-01	9.440653e-01	8.140364e-01	3.310886e-01	4.689450e+01	3.301621e+01	1.456185e+01	2.092805e+01	-3.409050e-01	-3.270272e-01	-3.232474e-01	-3.335266e-01	
3  9.97346	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	3.480318e+01	2.342132e+01	6.837235e+00	1.464688e+01	-3.308170e-01	-3.172838e-01	-3.137796e-01	-3.242661e-01	
2  9.50956	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	2.284092e+01	5.460450e+00	1.002959e+01	3.513885e+01	-3.293041e-01	-3.158724e-01	-3.155817e-01	-3.267352e-01	
1  8.88866	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	2.795778e+01	3.651031e+01	-7.683769e+00	3.610177e+01	-3.308003e-01	-3.201970e-01	-3.132787e-01	-3.267476e-01	
3  8.31805	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	3.655111e+01	2.314500e+01	-5.897284e+00	3.952500e+01	-3.322563e-01	-3.198364e-01	-3.123135e-01	-3.270778e-01	
13  9.27453	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	3.640454e+01	2.832925e+01	-1.026864e+01	2.853222e+01	-3.311193e-01	-3.191654e-01	-3.128359e-01	-3.259804e-01	
1  7.19153	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	2.962343e+01	3.435387e+01	2.155977e+00	2.123080e+01	-3.299088e-01	-3.199147e-01	-3.139502e-01	-3.254742e-01	
1  6.99673	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	2.029780e+01	3.083948e+01	7.602145e+00	8.659507e+00	-3.292333e-01	-3.210443e-01	-3.133457e-01	-3.250813e-01	
5  6.38257	-9.868445e-01	-1.024031e-01	5.058517e-02	6.702021e-01	9.451683e-01	8.161368e-01	3.250765e-01	2.512325e+01	2.653455e+01	1.834890e+01	8.501897e+00	-3.297396e-01	-3.195558e-01	-3.152713e-01	-3.250977e-01	
